,env_delta,env_max,env_mean,env_std,time
0,23.839542342,-18.6779490506,-29.3111055105,3.62961371752,1.49188208617
1,2.65747514119,-39.8600162514,-42.6037676613,1.26706275124,4.94585034014
2,21.7926513078,-20.7248400848,-34.1520903461,5.0529671466,9.16027210884
3,4.16047379587,-38.3570175967,-42.6193475855,1.57523220389,10.4721995465
4,18.7645553539,-23.7529360387,-37.0100496825,3.35462801779,15.0523356009
5,17.7501769604,-24.7673144322,-37.7610862971,4.51073728675,21.1417687075
6,4.6321709158,-37.8853204768,-42.4209008689,1.86021515502,22.1228117914
7,22.1865311706,-20.330960222,-37.6545767487,5.22068576866,27.1789569161
8,24.7590327481,-17.7584586445,-37.8866176053,6.18567929069,32.6008163265
9,26.8615231757,-15.6559682168,-39.6103753512,6.43258339816,37.1983673469
10,21.8508833429,-20.6666080497,-38.0515479909,5.61938948327,41.6914285714
11,16.5829950099,-25.9344963826,-39.1116293769,3.97359575096,46.0916099773
12,18.132973692,-24.3845177005,-38.0523681126,5.44074977714,50.2363718821
