,env_delta,env_max,env_mean,env_std,time
0,11.6249021525,-32.4310689786,-41.572812853,2.25057858353,1.78793650794
1,10.9025659218,-33.1534052093,-40.3336132604,2.25647648388,5.92108843537
2,7.14605589457,-36.9099152365,-42.7709058662,1.43409107504,10.8901587302
3,14.1777610128,-29.8782101183,-40.8382770077,3.01502299828,15.4586848073
4,12.9145290159,-31.1414421152,-42.9018323129,2.71801079298,24.706031746
5,9.73616957593,-34.3198015552,-42.2682910319,2.31835096615,28.2180498866
6,13.3800979499,-30.6758731812,-42.4742853308,2.87018950093,32.2699319728
7,13.0992087362,-30.9567623949,-42.1859550248,3.16251862085,36.2579591837
8,10.8878903438,-33.1680807872,-43.8176150403,1.71897997859,39.8396371882
9,9.25495605567,-34.8010150754,-43.5721433254,1.69779243379,43.4387301587
